name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
new york city,2020-08-14,31.5,23.8,27.2,31.8,23.8,27.5,19.6,65.8,0,0,0,,0,0,76,25.2,47.2,1016.1,24.6,15.9,234.8,20.3,8,,2020-08-14T06:05:49,2020-08-14T19:54:42,0.86,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-08-15,29.9,23.3,25.7,30.2,23.3,25.9,16.8,58.2,0,0,0,,0,0,35.3,25.4,46.9,1016,17.8,16,220.6,19,9,,2020-08-15T06:06:48,2020-08-15T19:53:18,0.89,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-08-16,22.9,20.6,21.4,22.9,20.6,21.4,18.1,81.6,0.306,100,45.83,rain,0,0,37.1,25.5,34.2,1014.6,93.6,15.8,42.7,3.7,1,,2020-08-16T06:07:47,2020-08-16T19:51:54,0.92,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-08-17,28.8,19.9,23,29.7,19.9,23.2,17.6,72.2,2.154,100,8.33,rain,0,0,70.6,18.5,194.3,1012.8,48.8,15.5,238.8,20.7,9,,2020-08-17T06:08:46,2020-08-17T19:50:29,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-08-18,29.8,19.3,24.2,29.9,19.3,24.2,16.9,66.9,5.957,100,12.5,rain,0,0,43.4,14.3,247.2,1011.1,42.5,15.8,265,22.9,9,,2020-08-18T06:09:45,2020-08-18T19:49:03,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-08-19,26.5,20.6,23.3,26.5,20.6,23.3,18.3,74,3.259,100,16.67,rain,0,0,58.6,19.9,38.6,1013.5,41.7,15.5,108.6,9.3,4,,2020-08-19T06:10:44,2020-08-19T19:47:36,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D9152,72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-08-20,29.3,19.3,24,28.2,19.3,23.8,14.1,56.4,0,0,0,,0,0,,14.2,256.4,1017.2,0.5,16,288.8,25,9,,2020-08-20T06:11:43,2020-08-20T19:46:07,0.06,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-08-21,31,20.7,25.3,32,20.7,25.9,18.4,66.9,0,0,0,,0,0,33.5,18.2,245.6,1014.7,13.5,16,255.7,22,8,,2020-08-21T06:12:42,2020-08-21T19:44:38,0.09,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-08-22,31.5,23.4,26.7,33.8,23.4,27.8,20.7,70.8,0.23,100,4.17,rain,0,0,31.7,14.5,249,1013.9,7.4,16,235.9,20.3,9,,2020-08-22T06:13:41,2020-08-22T19:43:09,0.13,Rain,Clear conditions throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-08-23,31.5,23.4,26.4,34.9,23.4,27.7,21.5,75.1,0,0,0,,0,0,,14.6,229.1,1017.2,2,16,217.7,18.8,9,,2020-08-23T06:14:40,2020-08-23T19:41:38,0.16,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-08-24,32.2,23.9,27.8,36,23.9,29.4,21.5,70.1,0,0,0,,0,0,37.1,14.7,242.2,1015.4,6.5,16,244.5,21.4,8,,2020-08-24T06:15:39,2020-08-24T19:40:07,0.2,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-08-25,32.8,23.9,27.6,35.8,23.9,28.4,19.8,64,1.501,100,4.17,rain,0,0,63.4,25.3,260.8,1009.9,17.8,16,231.6,20,8,,2020-08-25T06:16:38,2020-08-25T19:38:34,0.25,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-08-26,28.1,20.6,24.2,27.3,20.6,24.2,12.8,49.8,0,0,0,,0,0,44.6,11.6,301.4,1013.4,4.1,16,258,22.2,9,,2020-08-26T06:17:37,2020-08-26T19:37:01,0.27,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-08-27,32.8,21.1,26.2,35.9,21.1,27.3,18.7,64.2,3.701,100,16.67,rain,0,0,66.6,32.9,257.2,1008.5,42.5,16,233.9,20.4,9,,2020-08-27T06:18:35,2020-08-27T19:35:28,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-08-28,31.1,22.2,25.5,33.4,22.2,26,20.1,73.5,0.005,100,8.33,rain,0,0,32.6,18.1,247.3,1009.6,25,16,209.4,18.2,9,,2020-08-28T06:19:34,2020-08-28T19:33:54,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-08-29,27.8,22.8,24.7,31.2,22.8,25.1,21.9,84.9,0.246,100,16.67,rain,0,0,27.7,18.4,239.5,1002.8,65.7,16,84.7,7.3,4,,2020-08-29T06:20:33,2020-08-29T19:32:19,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-08-30,28.7,20.6,24.3,28.2,20.6,24.2,13.9,53.4,0,0,0,,0,0,50,16.7,288.4,1006.7,26.3,16,246.2,21.5,10,,2020-08-30T06:21:31,2020-08-30T19:30:43,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york city,2020-08-31,25.6,20.5,22.7,25.6,20.5,22.7,14.3,59.6,0,0,0,,0,0,,20.2,71.1,1018.2,17.8,16,157.5,13.6,6,,2020-08-31T06:22:30,2020-08-31T19:29:07,0.44,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
